timestamp,policy,endpoint,param,payload_bytes,inflight_sync,inflight_async,work_sync,work_async,worker,latency_ms,error
1789895177.0466156,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,5.825,
1789895177.1202931,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.144,
1789895177.1922517,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.805,
1789895177.2656589,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.267,
1789895177.336868,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.303,
1789895177.4090593,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.134,
1789895177.4792967,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,6.966,
1789895177.554767,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,10.885,
1789895177.6271205,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.521,
1789895177.69976,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.975,
1789895177.7732375,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.984,
1789895177.8453908,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.483,
1789895177.9203591,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.805,
1789895177.9916809,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.805,
1789895178.0637832,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.666,
1789895178.1360917,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.983,
1789895178.207468,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.976,
1789895178.2816372,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.81,
1789895178.3544204,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.827,
1789895178.428621,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.633,
1789895178.5004036,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.573,
1789895178.57473,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,10.162,
1789895178.6464233,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.935,
1789895178.7206855,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.183,
1789895178.7915454,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.29,
1789895178.865795,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.503,
1789895178.9369106,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.397,
1789895179.0102165,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.828,
1789895179.0793579,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,6.386,
1789895179.1528783,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.665,
1789895179.2256691,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.59,
1789895179.2985716,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.361,
1789895179.3710015,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.263,
1789895179.4442225,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.727,
1789895179.514298,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.356,
1789895179.5867534,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.724,
1789895179.6593149,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.72,
1789895179.7326856,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.863,
1789895179.8051753,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.842,
1789895179.878092,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.054,
1789895179.9511285,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.207,
1789895180.0236232,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.192,
1789895180.0949433,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,8.002,
1789895180.1647792,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.28,
1789895180.232124,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,5.267,
1789895180.3018277,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,6.7,
1789895180.3704245,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,6.175,
1789895180.4443367,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.399,
1789895180.5146785,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,7.415,
1789895180.5889056,all_async,/api/user/profile,10,200,0,0,0.0,0.0,async,9.863,
